State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
MO,Dent County,29,65,7/19/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/20/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/21/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/22/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/23/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/24/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/25/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/26/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/27/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/28/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/29/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/30/20,2,NA,NA,NA,NA
MO,Dent County,29,65,7/31/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/1/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/2/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/3/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/4/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/5/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/6/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/7/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/8/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/9/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/10/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/11/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/12/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/13/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/14/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/15/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/16/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/17/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/18/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/19/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/20/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/21/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/22/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/23/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/24/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/25/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/26/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/27/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/28/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/29/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/30/20,2,NA,NA,NA,NA
MO,Dent County,29,65,8/31/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/1/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/2/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/3/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/4/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/5/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/6/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/7/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/8/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/9/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/10/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/11/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/12/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/13/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/14/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/15/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/16/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/17/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/18/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/19/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/20/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/21/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/22/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/23/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/24/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/25/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/26/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/27/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/28/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/29/20,2,NA,NA,NA,NA
MO,Dent County,29,65,9/30/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/1/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/2/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/3/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/4/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/5/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/6/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/7/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/8/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/9/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/10/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/11/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/12/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/13/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/14/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/15/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/16/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/17/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/18/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/19/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/20/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/21/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/22/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/23/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/24/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/25/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/26/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/27/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/28/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/29/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/30/20,2,NA,NA,NA,NA
MO,Dent County,29,65,10/31/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/1/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/2/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/3/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/4/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/5/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/6/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/7/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/8/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/9/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/10/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/11/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/12/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/13/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/14/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/15/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/16/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/17/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/18/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/19/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/20/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/21/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/22/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/23/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/24/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/25/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/26/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/27/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/28/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/29/20,2,NA,NA,NA,NA
MO,Dent County,29,65,11/30/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/1/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/2/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/3/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/4/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/5/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/6/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/7/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/8/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/9/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/10/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/11/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/12/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/13/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/14/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/15/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/16/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/17/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/18/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/19/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/20/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/21/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/22/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/23/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/24/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/25/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/26/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/27/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/28/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/29/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/30/20,2,NA,NA,NA,NA
MO,Dent County,29,65,12/31/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,4/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,5/31/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,6/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,7/31/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,8/31/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,9/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,10/31/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/26/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/27/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/28/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/29/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,11/30/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/1/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/2/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/3/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/4/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/5/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/6/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/7/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/8/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/9/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/10/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/11/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/12/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/13/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/14/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/15/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/16/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/17/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/18/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/19/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/20/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/21/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/22/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/23/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/24/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/25/20,2,NA,NA,NA,NA
MO,Douglas County,29,67,12/26/20,2,NA,NA,NA,NA
